Starting at Tue Feb  4 04:43:44 AM CET 2025
Running on hosts: cg11
Running on 1 nodes.
Running on 48 processors.
SLURM JobID 1082550 processors.
Node has 48 processors.
Node has  total memory.
Node has 10600 memory per cpu.
Current working directory is /lunarc/nobackup/projects/lu2024-17-38/fu6315ma/training/mnist
Current path is /lunarc/nobackup/projects/lu2024-17-38/fu6315ma/.venv/bin:/sw/pkg/gfxlauncher:/home/fu6315ma/.vscode-server/cli/servers/Stable-cd4ee3b1c348a13bafd8f9ad8060705f6d4b9cba/server/bin/remote-cli:/sw/pkg/gfxlauncher:/home/fu6315ma/.local/bin:/home/fu6315ma/bin:/sw/pkg/gfxlauncher:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:~/bin:.:/sw/pkg/lunarc/bin:/sw/pkg/slurm/local/bin:/opt/thinlinc/bin:/opt/thinlinc/sbin:~/bin:.:/sw/pkg/lunarc/bin:/sw/pkg/slurm/local/bin:~/bin:.:/sw/pkg/lunarc/bin:/sw/pkg/slurm/local/bin
2025-02-04 04:43:44: Training started (directory: /lunarc/nobackup/projects/lu2024-17-38/fu6315ma/training/mnist)\n
cuda
Train:  torch.Size([60000, 784]) torch.Size([60000, 10])
Test:  torch.Size([10000, 784]) torch.Size([10000, 10])
[I 2025-02-04 04:44:12,559] A new study created in memory with name: no-name-fcbd9d3f-c010-493f-9475-7ebdf0d3725d
checkpoint directory created: ./model
saving model version 0.0
Trial 0: {'depth': 1, 'width_0': 20, 'optimizer': 'LBFGS', 'lr': 0.0032015764455115437, 'lambda': 6.290853138301407e-06, 'loss_fn': 'L2'}

description:   0%|                                                          | 0/100 [00:00<?, ?it/s]
| train_loss: 1.13e-01 | test_loss: 1.16e-01 | reg: 3.06e+02 | :  39%|▍| 39/100 [30:26<48:16, 47.48s
| train_loss: 1.13e-01 | test_loss: 1.15e-01 | reg: 3.06e+02 | :  39%|▍| 39/100 [31:11<48:16, 47.48s
| train_loss: 1.13e-01 | test_loss: 1.15e-01 | reg: 3.06e+02 | :  40%|▍| 40/100 [31:11<47:00, 47.00s
| train_loss: 1.13e-01 | test_loss: 1.16e-01 | reg: 3.07e+02 | :  40%|▍| 40/100 [32:01<47:00, 47.00s
| train_loss: 1.13e-01 | test_loss: 1.16e-01 | reg: 3.07e+02 | :  41%|▍| 41/100 [32:01<47:02, 47.83s
| train_loss: 1.12e-01 | test_loss: 1.15e-01 | reg: 3.06e+02 | :  41%|▍| 41/100 [32:49<47:02, 47.83s
| train_loss: 1.12e-01 | test_loss: 1.15e-01 | reg: 3.06e+02 | :  42%|▍| 42/100 [32:49<46:12, 47.81s
| train_loss: 1.12e-01 | test_loss: 1.15e-01 | reg: 3.06e+02 | :  42%|▍| 42/100 [33:34<46:12, 47.81s
| train_loss: 1.12e-01 | test_loss: 1.15e-01 | reg: 3.06e+02 | :  43%|▍| 43/100 [33:34<44:37, 46.97s
| train_loss: 1.12e-01 | test_loss: 1.15e-01 | reg: 3.07e+02 | :  43%|▍| 43/100 [34:19<44:37, 46.97s
| train_loss: 1.12e-01 | test_loss: 1.15e-01 | reg: 3.07e+02 | :  44%|▍| 44/100 [34:19<43:15, 46.35s
| train_loss: 1.11e-01 | test_loss: 1.14e-01 | reg: 3.07e+02 | :  44%|▍| 44/100 [35:07<43:15, 46.35s
| train_loss: 1.11e-01 | test_loss: 1.14e-01 | reg: 3.07e+02 | :  45%|▍| 45/100 [35:07<42:54, 46.81s
| train_loss: 1.12e-01 | test_loss: 1.15e-01 | reg: 3.07e+02 | :  45%|▍| 45/100 [35:55<42:54, 46.81s
| train_loss: 1.12e-01 | test_loss: 1.15e-01 | reg: 3.07e+02 | :  46%|▍| 46/100 [35:55<42:23, 47.10s
| train_loss: 1.11e-01 | test_loss: 1.15e-01 | reg: 3.09e+02 | :  46%|▍| 46/100 [36:44<42:23, 47.10s
| train_loss: 1.11e-01 | test_loss: 1.15e-01 | reg: 3.09e+02 | :  47%|▍| 47/100 [36:44<42:11, 47.76s
| train_loss: 1.11e-01 | test_loss: 1.14e-01 | reg: 3.10e+02 | :  47%|▍| 47/100 [37:33<42:11, 47.76s
| train_loss: 1.11e-01 | test_loss: 1.14e-01 | reg: 3.10e+02 | :  48%|▍| 48/100 [37:33<41:42, 48.12s
| train_loss: 1.10e-01 | test_loss: 1.14e-01 | reg: 3.09e+02 | :  48%|▍| 48/100 [38:24<41:42, 48.12s
| train_loss: 1.10e-01 | test_loss: 1.14e-01 | reg: 3.09e+02 | :  49%|▍| 49/100 [38:24<41:41, 49.05s
| train_loss: 1.10e-01 | test_loss: 1.14e-01 | reg: 3.09e+02 | :  49%|▍| 49/100 [39:11<41:41, 49.05s
| train_loss: 1.10e-01 | test_loss: 1.14e-01 | reg: 3.09e+02 | :  50%|▌| 50/100 [39:11<40:22, 48.46s
| train_loss: 1.10e-01 | test_loss: 1.14e-01 | reg: 3.09e+02 | :  50%|▌| 50/100 [40:01<40:22, 48.46s
| train_loss: 1.10e-01 | test_loss: 1.14e-01 | reg: 3.09e+02 | :  51%|▌| 51/100 [40:01<39:53, 48.85s
| train_loss: 1.09e-01 | test_loss: 1.14e-01 | reg: 3.10e+02 | :  51%|▌| 51/100 [40:48<39:53, 48.85s
| train_loss: 1.09e-01 | test_loss: 1.14e-01 | reg: 3.10e+02 | :  52%|▌| 52/100 [40:48<38:36, 48.25s
| train_loss: 1.09e-01 | test_loss: 1.13e-01 | reg: 3.10e+02 | :  52%|▌| 52/100 [41:37<38:36, 48.25s
| train_loss: 1.09e-01 | test_loss: 1.13e-01 | reg: 3.10e+02 | :  53%|▌| 53/100 [41:37<37:58, 48.48s
| train_loss: 1.08e-01 | test_loss: 1.13e-01 | reg: 3.08e+02 | :  53%|▌| 53/100 [42:25<37:58, 48.48s
| train_loss: 1.08e-01 | test_loss: 1.13e-01 | reg: 3.08e+02 | :  54%|▌| 54/100 [42:25<37:02, 48.31s
| train_loss: 1.08e-01 | test_loss: 1.13e-01 | reg: 3.06e+02 | :  54%|▌| 54/100 [43:09<37:02, 48.31s
| train_loss: 1.08e-01 | test_loss: 1.13e-01 | reg: 3.06e+02 | :  55%|▌| 55/100 [43:09<35:25, 47.24s
| train_loss: 1.08e-01 | test_loss: 1.12e-01 | reg: 3.06e+02 | :  55%|▌| 55/100 [43:59<35:25, 47.24s
| train_loss: 1.08e-01 | test_loss: 1.12e-01 | reg: 3.06e+02 | :  56%|▌| 56/100 [43:59<35:08, 47.93s
| train_loss: 1.07e-01 | test_loss: 1.12e-01 | reg: 3.07e+02 | :  56%|▌| 56/100 [44:48<35:08, 47.93s
| train_loss: 1.07e-01 | test_loss: 1.12e-01 | reg: 3.07e+02 | :  57%|▌| 57/100 [44:48<34:42, 48.42s
| train_loss: 1.07e-01 | test_loss: 1.12e-01 | reg: 3.05e+02 | :  57%|▌| 57/100 [45:37<34:42, 48.42s
| train_loss: 1.07e-01 | test_loss: 1.12e-01 | reg: 3.05e+02 | :  58%|▌| 58/100 [45:37<33:59, 48.56s
| train_loss: 1.07e-01 | test_loss: 1.12e-01 | reg: 3.04e+02 | :  58%|▌| 58/100 [46:25<33:59, 48.56s
| train_loss: 1.07e-01 | test_loss: 1.12e-01 | reg: 3.04e+02 | :  59%|▌| 59/100 [46:25<32:58, 48.25s
| train_loss: 1.06e-01 | test_loss: 1.12e-01 | reg: 3.03e+02 | :  59%|▌| 59/100 [47:14<32:58, 48.25s
| train_loss: 1.06e-01 | test_loss: 1.12e-01 | reg: 3.03e+02 | :  60%|▌| 60/100 [47:14<32:24, 48.61s
| train_loss: 1.06e-01 | test_loss: 1.11e-01 | reg: 3.02e+02 | :  60%|▌| 60/100 [47:59<32:24, 48.61s
| train_loss: 1.06e-01 | test_loss: 1.11e-01 | reg: 3.02e+02 | :  61%|▌| 61/100 [47:59<30:55, 47.57s
| train_loss: 1.05e-01 | test_loss: 1.11e-01 | reg: 3.02e+02 | :  61%|▌| 61/100 [48:45<30:55, 47.57s
| train_loss: 1.05e-01 | test_loss: 1.11e-01 | reg: 3.02e+02 | :  62%|▌| 62/100 [48:45<29:49, 47.10s
| train_loss: 1.05e-01 | test_loss: 1.11e-01 | reg: 3.02e+02 | :  62%|▌| 62/100 [49:33<29:49, 47.10s
| train_loss: 1.05e-01 | test_loss: 1.11e-01 | reg: 3.02e+02 | :  63%|▋| 63/100 [49:33<29:07, 47.24s
| train_loss: 1.05e-01 | test_loss: 1.11e-01 | reg: 3.03e+02 | :  63%|▋| 63/100 [50:19<29:07, 47.24s
| train_loss: 1.05e-01 | test_loss: 1.11e-01 | reg: 3.03e+02 | :  64%|▋| 64/100 [50:19<28:06, 46.84s
| train_loss: 1.04e-01 | test_loss: 1.11e-01 | reg: 3.01e+02 | :  64%|▋| 64/100 [51:06<28:06, 46.84s
| train_loss: 1.04e-01 | test_loss: 1.11e-01 | reg: 3.01e+02 | :  65%|▋| 65/100 [51:06<27:25, 47.02s
| train_loss: 1.04e-01 | test_loss: 1.10e-01 | reg: 3.01e+02 | :  65%|▋| 65/100 [51:56<27:25, 47.02s
| train_loss: 1.04e-01 | test_loss: 1.10e-01 | reg: 3.01e+02 | :  66%|▋| 66/100 [51:56<27:02, 47.73s
| train_loss: 1.04e-01 | test_loss: 1.10e-01 | reg: 3.01e+02 | :  66%|▋| 66/100 [52:44<27:02, 47.73s
| train_loss: 1.04e-01 | test_loss: 1.10e-01 | reg: 3.01e+02 | :  67%|▋| 67/100 [52:44<26:24, 48.01s
| train_loss: 1.03e-01 | test_loss: 1.10e-01 | reg: 3.02e+02 | :  67%|▋| 67/100 [53:34<26:24, 48.01s
| train_loss: 1.03e-01 | test_loss: 1.10e-01 | reg: 3.02e+02 | :  68%|▋| 68/100 [53:34<25:48, 48.39s
| train_loss: 1.03e-01 | test_loss: 1.10e-01 | reg: 3.02e+02 | :  68%|▋| 68/100 [54:23<25:48, 48.39s
| train_loss: 1.03e-01 | test_loss: 1.10e-01 | reg: 3.02e+02 | :  69%|▋| 69/100 [54:23<25:07, 48.64s
| train_loss: 1.03e-01 | test_loss: 1.10e-01 | reg: 3.01e+02 | :  69%|▋| 69/100 [55:14<25:07, 48.64s
| train_loss: 1.03e-01 | test_loss: 1.10e-01 | reg: 3.01e+02 | :  70%|▋| 70/100 [55:14<24:42, 49.41s
| train_loss: 1.02e-01 | test_loss: 1.09e-01 | reg: 3.00e+02 | :  70%|▋| 70/100 [56:04<24:42, 49.41s
| train_loss: 1.02e-01 | test_loss: 1.09e-01 | reg: 3.00e+02 | :  71%|▋| 71/100 [56:04<23:53, 49.44s
| train_loss: 1.02e-01 | test_loss: 1.09e-01 | reg: 3.00e+02 | :  71%|▋| 71/100 [56:53<23:53, 49.44s
| train_loss: 1.02e-01 | test_loss: 1.09e-01 | reg: 3.00e+02 | :  72%|▋| 72/100 [56:53<23:01, 49.33s
| train_loss: 1.02e-01 | test_loss: 1.09e-01 | reg: 3.00e+02 | :  72%|▋| 72/100 [57:40<23:01, 49.33s
| train_loss: 1.02e-01 | test_loss: 1.09e-01 | reg: 3.00e+02 | :  73%|▋| 73/100 [57:40<21:58, 48.85s
| train_loss: 1.02e-01 | test_loss: 1.09e-01 | reg: 2.99e+02 | :  73%|▋| 73/100 [58:32<21:58, 48.85s
| train_loss: 1.02e-01 | test_loss: 1.09e-01 | reg: 2.99e+02 | :  74%|▋| 74/100 [58:32<21:27, 49.53s
| train_loss: 1.01e-01 | test_loss: 1.09e-01 | reg: 2.99e+02 | :  74%|▋| 74/100 [59:22<21:27, 49.53s
| train_loss: 1.01e-01 | test_loss: 1.09e-01 | reg: 2.99e+02 | :  75%|▊| 75/100 [59:22<20:47, 49.91s
| train_loss: 1.01e-01 | test_loss: 1.09e-01 | reg: 3.00e+02 | :  75%|▊| 75/100 [1:00:10<20:47, 49.9
| train_loss: 1.01e-01 | test_loss: 1.09e-01 | reg: 3.00e+02 | :  76%|▊| 76/100 [1:00:10<19:43, 49.3
| train_loss: 1.01e-01 | test_loss: 1.08e-01 | reg: 3.00e+02 | :  76%|▊| 76/100 [1:00:57<19:43, 49.3
