Starting at Tue Feb  4 04:43:44 AM CET 2025
Running on hosts: cg11
Running on 1 nodes.
Running on 48 processors.
SLURM JobID 1082550 processors.
Node has 48 processors.
Node has  total memory.
Node has 10600 memory per cpu.
Current working directory is /lunarc/nobackup/projects/lu2024-17-38/fu6315ma/training/mnist
Current path is /lunarc/nobackup/projects/lu2024-17-38/fu6315ma/.venv/bin:/sw/pkg/gfxlauncher:/home/fu6315ma/.vscode-server/cli/servers/Stable-cd4ee3b1c348a13bafd8f9ad8060705f6d4b9cba/server/bin/remote-cli:/sw/pkg/gfxlauncher:/home/fu6315ma/.local/bin:/home/fu6315ma/bin:/sw/pkg/gfxlauncher:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:~/bin:.:/sw/pkg/lunarc/bin:/sw/pkg/slurm/local/bin:/opt/thinlinc/bin:/opt/thinlinc/sbin:~/bin:.:/sw/pkg/lunarc/bin:/sw/pkg/slurm/local/bin:~/bin:.:/sw/pkg/lunarc/bin:/sw/pkg/slurm/local/bin
2025-02-04 04:43:44: Training started (directory: /lunarc/nobackup/projects/lu2024-17-38/fu6315ma/training/mnist)\n
cuda
Train:  torch.Size([60000, 784]) torch.Size([60000, 10])
Test:  torch.Size([10000, 784]) torch.Size([10000, 10])
[I 2025-02-04 04:44:12,559] A new study created in memory with name: no-name-fcbd9d3f-c010-493f-9475-7ebdf0d3725d
checkpoint directory created: ./model
saving model version 0.0
Trial 0: {'depth': 1, 'width_0': 20, 'optimizer': 'LBFGS', 'lr': 0.0032015764455115437, 'lambda': 6.290853138301407e-06, 'loss_fn': 'L2'}

description:   0%|                                                          | 0/100 [00:00<?, ?it/s]
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.82e+02 | :  12%| | 352/3000 [13:52<1:37:51,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.82e+02 | :  12%| | 352/3000 [13:55<1:37:51,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.82e+02 | :  12%| | 353/3000 [13:55<1:41:59,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.82e+02 | :  12%| | 353/3000 [13:57<1:41:59,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.82e+02 | :  12%| | 354/3000 [13:57<1:39:30,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 354/3000 [13:59<1:39:30,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 355/3000 [13:59<1:39:53,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 355/3000 [14:02<1:39:53,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 356/3000 [14:02<1:41:45,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 356/3000 [14:04<1:41:45,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 357/3000 [14:04<1:41:20,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 357/3000 [14:07<1:41:20,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 358/3000 [14:07<1:44:34,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 358/3000 [14:09<1:44:34,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 359/3000 [14:09<1:39:41,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 359/3000 [14:11<1:39:41,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 360/3000 [14:11<1:42:40,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 360/3000 [14:13<1:42:40,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 361/3000 [14:13<1:43:09,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 361/3000 [14:16<1:43:09,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 362/3000 [14:16<1:41:01,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 362/3000 [14:18<1:41:01,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 363/3000 [14:18<1:41:52,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 363/3000 [14:20<1:41:52,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 364/3000 [14:20<1:42:12,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 364/3000 [14:23<1:42:12,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 365/3000 [14:23<1:40:52,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 365/3000 [14:25<1:40:52,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 366/3000 [14:25<1:42:35,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 366/3000 [14:27<1:42:35,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 367/3000 [14:27<1:43:37,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 367/3000 [14:30<1:43:37,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 368/3000 [14:30<1:44:45,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 368/3000 [14:32<1:44:45,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 369/3000 [14:32<1:42:15,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 369/3000 [14:34<1:42:15,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 370/3000 [14:34<1:40:44,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 370/3000 [14:37<1:40:44,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 371/3000 [14:37<1:43:38,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 371/3000 [14:39<1:43:38,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 372/3000 [14:39<1:41:37,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 372/3000 [14:42<1:41:37,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 373/3000 [14:42<1:44:10,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 373/3000 [14:44<1:44:10,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 374/3000 [14:44<1:40:03,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%| | 374/3000 [14:46<1:40:03,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%|▏| 375/3000 [14:46<1:42:33,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  12%|▏| 375/3000 [14:48<1:42:33,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 376/3000 [14:48<1:39:39,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 376/3000 [14:50<1:39:39,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 377/3000 [14:50<1:39:32,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 377/3000 [14:53<1:39:32,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 378/3000 [14:53<1:42:06,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 378/3000 [14:55<1:42:06,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 379/3000 [14:55<1:40:38,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 379/3000 [14:58<1:40:38,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 380/3000 [14:58<1:44:01,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 380/3000 [15:00<1:44:01,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 381/3000 [15:00<1:35:51,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 381/3000 [15:02<1:35:51,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 382/3000 [15:02<1:41:56,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 382/3000 [15:04<1:41:56,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 383/3000 [15:04<1:37:11,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 383/3000 [15:07<1:37:11,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 384/3000 [15:07<1:42:02,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 384/3000 [15:09<1:42:02,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 385/3000 [15:09<1:36:28,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 385/3000 [15:11<1:36:28,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 386/3000 [15:11<1:40:05,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 386/3000 [15:13<1:40:05,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 387/3000 [15:13<1:36:07,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 387/3000 [15:16<1:36:07,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 388/3000 [15:16<1:38:25,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 388/3000 [15:18<1:38:25,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 389/3000 [15:18<1:39:36,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 389/3000 [15:20<1:39:36,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 390/3000 [15:20<1:40:07,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 390/3000 [15:23<1:40:07,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 391/3000 [15:23<1:41:12,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 391/3000 [15:25<1:41:12,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 392/3000 [15:25<1:36:28,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 392/3000 [15:27<1:36:28,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 393/3000 [15:27<1:38:00,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 393/3000 [15:29<1:38:00,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 394/3000 [15:29<1:38:13,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 394/3000 [15:31<1:38:13,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 395/3000 [15:31<1:38:04,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 395/3000 [15:34<1:38:04,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 396/3000 [15:34<1:40:44,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 396/3000 [15:36<1:40:44,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 397/3000 [15:36<1:38:46,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 397/3000 [15:38<1:38:46,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 398/3000 [15:38<1:39:48,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 398/3000 [15:41<1:39:48,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 399/3000 [15:41<1:38:04,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 399/3000 [15:43<1:38:04,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 400/3000 [15:43<1:38:00,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 400/3000 [15:45<1:38:00,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 401/3000 [15:45<1:41:13,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 401/3000 [15:48<1:41:13,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 402/3000 [15:48<1:40:03,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 402/3000 [15:50<1:40:03,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 403/3000 [15:50<1:40:50,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 403/3000 [15:52<1:40:50,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.83e+02 | :  13%|▏| 404/3000 [15:52<1:40:12,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  13%|▏| 404/3000 [15:55<1:40:12,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 405/3000 [15:55<1:42:05,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 405/3000 [15:57<1:42:05,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 406/3000 [15:57<1:42:14,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 406/3000 [15:59<1:42:14,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 407/3000 [15:59<1:40:34,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 407/3000 [16:02<1:40:34,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 408/3000 [16:02<1:39:51,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 408/3000 [16:04<1:39:51,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 409/3000 [16:04<1:42:08,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 409/3000 [16:07<1:42:08,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 410/3000 [16:07<1:41:49,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 410/3000 [16:09<1:41:49,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 411/3000 [16:09<1:41:44,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 411/3000 [16:11<1:41:44,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 412/3000 [16:11<1:40:41,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 412/3000 [16:13<1:40:41,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 413/3000 [16:13<1:39:56,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 413/3000 [16:16<1:39:56,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 414/3000 [16:16<1:42:19,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 414/3000 [16:18<1:42:19,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 415/3000 [16:18<1:36:40,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 415/3000 [16:21<1:36:40,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 416/3000 [16:21<1:41:52,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 416/3000 [16:23<1:41:52,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 417/3000 [16:23<1:39:20,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 417/3000 [16:25<1:39:20,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 418/3000 [16:25<1:42:33,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 418/3000 [16:27<1:42:33,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 419/3000 [16:27<1:37:34,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 419/3000 [16:30<1:37:34,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 420/3000 [16:30<1:38:19,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 420/3000 [16:32<1:38:19,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 421/3000 [16:32<1:39:51,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 421/3000 [16:34<1:39:51,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 422/3000 [16:34<1:38:59,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 422/3000 [16:37<1:38:59,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 423/3000 [16:37<1:41:36,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 423/3000 [16:39<1:41:36,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 424/3000 [16:39<1:35:31,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 424/3000 [16:41<1:35:31,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 425/3000 [16:41<1:40:01,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 425/3000 [16:43<1:40:01,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 426/3000 [16:43<1:32:57,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 426/3000 [16:46<1:32:57,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 427/3000 [16:46<1:38:46,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 427/3000 [16:48<1:38:46,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 428/3000 [16:48<1:34:35,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 428/3000 [16:50<1:34:35,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 429/3000 [16:50<1:40:15,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 429/3000 [16:52<1:40:15,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 430/3000 [16:52<1:32:22,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 430/3000 [16:55<1:32:22,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 431/3000 [16:55<1:38:38,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 431/3000 [16:57<1:38:38,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 432/3000 [16:57<1:33:33,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 432/3000 [16:59<1:33:33,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 433/3000 [16:59<1:37:00,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 433/3000 [17:01<1:37:00,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 434/3000 [17:01<1:37:14,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 434/3000 [17:03<1:37:14,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 435/3000 [17:03<1:36:13,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  14%|▏| 435/3000 [17:06<1:36:13,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 436/3000 [17:06<1:38:37,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 436/3000 [17:08<1:38:37,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 437/3000 [17:08<1:36:20,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 437/3000 [17:11<1:36:20,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 438/3000 [17:11<1:40:16,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 438/3000 [17:12<1:40:16,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 439/3000 [17:12<1:33:44,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 439/3000 [17:15<1:33:44,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 440/3000 [17:15<1:39:06,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 440/3000 [17:17<1:39:06,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 441/3000 [17:17<1:37:44,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 441/3000 [17:20<1:37:44,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 442/3000 [17:20<1:40:44,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 442/3000 [17:22<1:40:44,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 443/3000 [17:22<1:38:15,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 443/3000 [17:24<1:38:15,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 444/3000 [17:24<1:37:45,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 444/3000 [17:27<1:37:45,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 445/3000 [17:27<1:40:13,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 445/3000 [17:29<1:40:13,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 446/3000 [17:29<1:39:59,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 446/3000 [17:31<1:39:59,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 447/3000 [17:31<1:39:37,  2
| train_loss: 1.51e+00 | test_loss: 1.51e+00 | reg: 1.84e+02 | :  15%|▏| 447/3000 [17:34<1:39:37,  2
